Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MainDomain,Skills,ContractType,Seniority,Certifications,AbsenceDaysLast12Months,MainAbsenceType,AttritionReason,ProjectHistory,SnapshotYear,MonthlyIncomeAtSnapshot,JobLevelAtSnapshot
40,No,Travel_Rarely,1124,DSI,1,2,Systemes d Information,453,2,Male,57,1,2,Directeur Technique,4,Married,7457,13273,2,Yes,22,4,3,3,6,2,2,4,3,0,2,Architecture & Securite SI,"RGPD, ISO 27001, ArchiMate, PKI",CDI,Confirme,CISSP,26,Maladie longue / Arret,Toujours en poste,"Architecture & Securite SI - Optimisation 2024 (Developpeur, 2024); Architecture & Securite SI - POC 2023 (Analyste, 2023); Architecture & Securite SI - Maintenance 2020 (Analyste, 2020)",2021,7209,2
29,Yes,Travel_Rarely,318,QA / Test & Recette,8,4,Systemes d Information,454,2,Male,77,1,1,Responsable Recette,1,Married,2119,4759,1,Yes,11,3,4,0,7,4,2,7,7,0,7,Test / QA / Automatisation,"Linux, JMeter, Robot Framework, TestNG, Cucumber, SQL",CDI,Senior,"ISTQB Foundation, ISTQB Advanced",15,Conges / RTT / courts arrets,"salaire insuffisant, peu d augmentation, mauvais equilibre vie pro/perso","Test / QA / Automatisation - Migration 2024 (Architecte, 2024); Test / QA / Automatisation - Audit 2023 (Architecte, 2023); Test / QA / Automatisation - Refonte 2022 (Lead Dev, 2022); Test / QA / Automatisation - Migration 2020 (Architecte, 2020); Test / QA / Automatisation - Maintenance 2019 (Tech Lead, 2019)",2025,2411,1
29,Yes,Travel_Rarely,318,QA / Test & Recette,8,4,Systemes d Information,454,2,Male,77,1,1,Responsable Recette,1,Married,2119,4759,1,Yes,11,3,4,0,7,4,2,7,7,0,7,Test / QA / Automatisation,"Linux, JMeter, Robot Framework, TestNG, Cucumber, SQL",CDI,Senior,"ISTQB Foundation, ISTQB Advanced",15,Conges / RTT / courts arrets,"salaire insuffisant, peu d augmentation, mauvais equilibre vie pro/perso","Test / QA / Automatisation - Migration 2024 (Architecte, 2024); Test / QA / Automatisation - Audit 2023 (Architecte, 2023); Test / QA / Automatisation - Refonte 2022 (Lead Dev, 2022); Test / QA / Automatisation - Migration 2020 (Architecte, 2020); Test / QA / Automatisation - Maintenance 2019 (Tech Lead, 2019)",2024,2088,1
29,Yes,Travel_Rarely,318,QA / Test & Recette,8,4,Systemes d Information,454,2,Male,77,1,1,Responsable Recette,1,Married,2119,4759,1,Yes,11,3,4,0,7,4,2,7,7,0,7,Test / QA / Automatisation,"Linux, JMeter, Robot Framework, TestNG, Cucumber, SQL",CDI,Senior,"ISTQB Foundation, ISTQB Advanced",15,Conges / RTT / courts arrets,"salaire insuffisant, peu d augmentation, mauvais equilibre vie pro/perso","Test / QA / Automatisation - Migration 2024 (Architecte, 2024); Test / QA / Automatisation - Audit 2023 (Architecte, 2023); Test / QA / Automatisation - Refonte 2022 (Lead Dev, 2022); Test / QA / Automatisation - Migration 2020 (Architecte, 2020); Test / QA / Automatisation - Maintenance 2019 (Tech Lead, 2019)",2023,2312,1
29,Yes,Travel_Rarely,318,QA / Test & Recette,8,4,Systemes d Information,454,2,Male,77,1,1,Responsable Recette,1,Married,2119,4759,1,Yes,11,3,4,0,7,4,2,7,7,0,7,Test / QA / Automatisation,"Linux, JMeter, Robot Framework, TestNG, Cucumber, SQL",CDI,Senior,"ISTQB Foundation, ISTQB Advanced",15,Conges / RTT / courts arrets,"salaire insuffisant, peu d augmentation, mauvais equilibre vie pro/perso","Test / QA / Automatisation - Migration 2024 (Architecte, 2024); Test / QA / Automatisation - Audit 2023 (Architecte, 2023); Test / QA / Automatisation - Refonte 2022 (Lead Dev, 2022); Test / QA / Automatisation - Migration 2020 (Architecte, 2020); Test / QA / Automatisation - Maintenance 2019 (Tech Lead, 2019)",2022,2318,1
29,Yes,Travel_Rarely,318,QA / Test & Recette,8,4,Systemes d Information,454,2,Male,77,1,1,Responsable Recette,1,Married,2119,4759,1,Yes,11,3,4,0,7,4,2,7,7,0,7,Test / QA / Automatisation,"Linux, JMeter, Robot Framework, TestNG, Cucumber, SQL",CDI,Senior,"ISTQB Foundation, ISTQB Advanced",15,Conges / RTT / courts arrets,"salaire insuffisant, peu d augmentation, mauvais equilibre vie pro/perso","Test / QA / Automatisation - Migration 2024 (Architecte, 2024); Test / QA / Automatisation - Audit 2023 (Architecte, 2023); Test / QA / Automatisation - Refonte 2022 (Lead Dev, 2022); Test / QA / Automatisation - Migration 2020 (Architecte, 2020); Test / QA / Automatisation - Maintenance 2019 (Tech Lead, 2019)",2021,2050,2
29,No,Travel_Rarely,738,ProdOps / Exploitation,9,5,Genie Logiciel,455,2,Male,30,2,1,Ingenieur Reseau,4,Single,3983,7621,0,No,17,3,3,0,4,2,3,3,2,2,2,Infrastructure & Production,"Cron, Nagios, Shell Script, Linux",CDD,Confirme,ITIL Intermediate,37,Maladie longue / Arret,Toujours en poste,"Infrastructure & Production - POC 2024 (Developpeur, 2024); Infrastructure & Production - Projet client 2023 (Analyste, 2023)",2025,4448,1
29,No,Travel_Rarely,738,ProdOps / Exploitation,9,5,Genie Logiciel,455,2,Male,30,2,1,Ingenieur Reseau,4,Single,3983,7621,0,No,17,3,3,0,4,2,3,3,2,2,2,Infrastructure & Production,"Cron, Nagios, Shell Script, Linux",CDD,Confirme,ITIL Intermediate,37,Maladie longue / Arret,Toujours en poste,"Infrastructure & Production - POC 2024 (Developpeur, 2024); Infrastructure & Production - Projet client 2023 (Analyste, 2023)",2024,3983,1
29,No,Travel_Rarely,738,ProdOps / Exploitation,9,5,Genie Logiciel,455,2,Male,30,2,1,Ingenieur Reseau,4,Single,3983,7621,0,No,17,3,3,0,4,2,3,3,2,2,2,Infrastructure & Production,"Cron, Nagios, Shell Script, Linux",CDD,Confirme,ITIL Intermediate,37,Maladie longue / Arret,Toujours en poste,"Infrastructure & Production - POC 2024 (Developpeur, 2024); Infrastructure & Production - Projet client 2023 (Analyste, 2023)",2023,3996,1
29,No,Travel_Rarely,738,ProdOps / Exploitation,9,5,Genie Logiciel,455,2,Male,30,2,1,Ingenieur Reseau,4,Single,3983,7621,0,No,17,3,3,0,4,2,3,3,2,2,2,Infrastructure & Production,"Cron, Nagios, Shell Script, Linux",CDD,Confirme,ITIL Intermediate,37,Maladie longue / Arret,Toujours en poste,"Infrastructure & Production - POC 2024 (Developpeur, 2024); Infrastructure & Production - Projet client 2023 (Analyste, 2023)",2022,4440,1
30,No,Travel_Rarely,570,Data Science & IA,5,3,Genie Logiciel,456,4,Female,30,2,2,Ingenieur Machine Learning,3,Divorced,6118,5431,1,No,13,3,3,3,10,2,3,10,9,1,2,Data Science / IA / Machine Learning,"Spark, Machine Learning, Docker, Python, NLP",CDD,Senior,IBM Data Science,6,Peu ou pas d absence,Toujours en poste,"Data Science / IA / Machine Learning - Audit 2023 (Architecte, 2023); Data Science / IA / Machine Learning - Refonte 2020 (Lead Dev, 2020)",2025,6531,2
30,No,Travel_Rarely,570,Data Science & IA,5,3,Genie Logiciel,456,4,Female,30,2,2,Ingenieur Machine Learning,3,Divorced,6118,5431,1,No,13,3,3,3,10,2,3,10,9,1,2,Data Science / IA / Machine Learning,"Spark, Machine Learning, Docker, Python, NLP",CDD,Senior,IBM Data Science,6,Peu ou pas d absence,Toujours en poste,"Data Science / IA / Machine Learning - Audit 2023 (Architecte, 2023); Data Science / IA / Machine Learning - Refonte 2020 (Lead Dev, 2020)",2024,6003,2
30,No,Travel_Rarely,570,Data Science & IA,5,3,Genie Logiciel,456,4,Female,30,2,2,Ingenieur Machine Learning,3,Divorced,6118,5431,1,No,13,3,3,3,10,2,3,10,9,1,2,Data Science / IA / Machine Learning,"Spark, Machine Learning, Docker, Python, NLP",CDD,Senior,IBM Data Science,6,Peu ou pas d absence,Toujours en poste,"Data Science / IA / Machine Learning - Audit 2023 (Architecte, 2023); Data Science / IA / Machine Learning - Refonte 2020 (Lead Dev, 2020)",2023,6941,3
30,No,Travel_Rarely,570,Data Science & IA,5,3,Genie Logiciel,456,4,Female,30,2,2,Ingenieur Machine Learning,3,Divorced,6118,5431,1,No,13,3,3,3,10,2,3,10,9,1,2,Data Science / IA / Machine Learning,"Spark, Machine Learning, Docker, Python, NLP",CDD,Senior,IBM Data Science,6,Peu ou pas d absence,Toujours en poste,"Data Science / IA / Machine Learning - Audit 2023 (Architecte, 2023); Data Science / IA / Machine Learning - Refonte 2020 (Lead Dev, 2020)",2022,5881,2
30,No,Travel_Rarely,570,Data Science & IA,5,3,Genie Logiciel,456,4,Female,30,2,2,Ingenieur Machine Learning,3,Divorced,6118,5431,1,No,13,3,3,3,10,2,3,10,9,1,2,Data Science / IA / Machine Learning,"Spark, Machine Learning, Docker, Python, NLP",CDD,Senior,IBM Data Science,6,Peu ou pas d absence,Toujours en poste,"Data Science / IA / Machine Learning - Audit 2023 (Architecte, 2023); Data Science / IA / Machine Learning - Refonte 2020 (Lead Dev, 2020)",2021,6014,2
27,No,Travel_Rarely,1130,Developpement Web & Mobile,8,4,Systemes d Information,458,2,Female,56,3,2,Developpeur Fullstack,2,Married,6214,3415,1,No,18,3,1,1,8,3,3,8,7,0,7,Developpement Fullstack JS / Web,"Node.js, Flutter, Docker, Angular, TypeScript",CDD,Senior,"AWS Developer Associate, Meta Front-End Developer",43,Maladie longue / Arret,Toujours en poste,"Developpement Fullstack JS / Web - Refonte 2024 (Tech Lead, 2024); Developpement Fullstack JS / Web - POC 2023 (Consultant Senior, 2023); Developpement Fullstack JS / Web - Maintenance 2022 (Architecte, 2022); Developpement Fullstack JS / Web - Optimisation 2021 (Lead Dev, 2021); Developpement Fullstack JS / Web - Optimisation 2019 (Architecte, 2019)",2025,6397,2
27,No,Travel_Rarely,1130,Developpement Web & Mobile,8,4,Systemes d Information,458,2,Female,56,3,2,Developpeur Fullstack,2,Married,6214,3415,1,No,18,3,1,1,8,3,3,8,7,0,7,Developpement Fullstack JS / Web,"Node.js, Flutter, Docker, Angular, TypeScript",CDD,Senior,"AWS Developer Associate, Meta Front-End Developer",43,Maladie longue / Arret,Toujours en poste,"Developpement Fullstack JS / Web - Refonte 2024 (Tech Lead, 2024); Developpement Fullstack JS / Web - POC 2023 (Consultant Senior, 2023); Developpement Fullstack JS / Web - Maintenance 2022 (Architecte, 2022); Developpement Fullstack JS / Web - Optimisation 2021 (Lead Dev, 2021); Developpement Fullstack JS / Web - Optimisation 2019 (Architecte, 2019)",2024,6299,2
27,No,Travel_Rarely,1130,Developpement Web & Mobile,8,4,Systemes d Information,458,2,Female,56,3,2,Developpeur Fullstack,2,Married,6214,3415,1,No,18,3,1,1,8,3,3,8,7,0,7,Developpement Fullstack JS / Web,"Node.js, Flutter, Docker, Angular, TypeScript",CDD,Senior,"AWS Developer Associate, Meta Front-End Developer",43,Maladie longue / Arret,Toujours en poste,"Developpement Fullstack JS / Web - Refonte 2024 (Tech Lead, 2024); Developpement Fullstack JS / Web - POC 2023 (Consultant Senior, 2023); Developpement Fullstack JS / Web - Maintenance 2022 (Architecte, 2022); Developpement Fullstack JS / Web - Optimisation 2021 (Lead Dev, 2021); Developpement Fullstack JS / Web - Optimisation 2019 (Architecte, 2019)",2023,5961,2
27,No,Travel_Rarely,1130,Developpement Web & Mobile,8,4,Systemes d Information,458,2,Female,56,3,2,Developpeur Fullstack,2,Married,6214,3415,1,No,18,3,1,1,8,3,3,8,7,0,7,Developpement Fullstack JS / Web,"Node.js, Flutter, Docker, Angular, TypeScript",CDD,Senior,"AWS Developer Associate, Meta Front-End Developer",43,Maladie longue / Arret,Toujours en poste,"Developpement Fullstack JS / Web - Refonte 2024 (Tech Lead, 2024); Developpement Fullstack JS / Web - POC 2023 (Consultant Senior, 2023); Developpement Fullstack JS / Web - Maintenance 2022 (Architecte, 2022); Developpement Fullstack JS / Web - Optimisation 2021 (Lead Dev, 2021); Developpement Fullstack JS / Web - Optimisation 2019 (Architecte, 2019)",2022,7024,2
27,No,Travel_Rarely,1130,Developpement Web & Mobile,8,4,Systemes d Information,458,2,Female,56,3,2,Developpeur Fullstack,2,Married,6214,3415,1,No,18,3,1,1,8,3,3,8,7,0,7,Developpement Fullstack JS / Web,"Node.js, Flutter, Docker, Angular, TypeScript",CDD,Senior,"AWS Developer Associate, Meta Front-End Developer",43,Maladie longue / Arret,Toujours en poste,"Developpement Fullstack JS / Web - Refonte 2024 (Tech Lead, 2024); Developpement Fullstack JS / Web - POC 2023 (Consultant Senior, 2023); Developpement Fullstack JS / Web - Maintenance 2022 (Architecte, 2022); Developpement Fullstack JS / Web - Optimisation 2021 (Lead Dev, 2021); Developpement Fullstack JS / Web - Optimisation 2019 (Architecte, 2019)",2021,7048,2
37,No,Travel_Rarely,1192,Data Science & IA,5,2,Genie Logiciel,460,4,Male,61,3,2,Data Scientist,4,Divorced,6347,23177,7,No,16,3,3,2,8,2,2,6,2,0,4,Data Science / IA / Machine Learning,"Pandas, Python, Machine Learning, Spark",CDI,Senior,"AWS ML Specialty, Google Professional ML Engineer",22,Maladie longue / Arret,Toujours en poste,"Data Science / IA / Machine Learning - Integration 2024 (Consultant Senior, 2024); Data Science / IA / Machine Learning - Integration 2023 (Lead Dev, 2023); Data Science / IA / Machine Learning - Optimisation 2022 (Consultant Senior, 2022); Data Science / IA / Machine Learning - Audit 2021 (Tech Lead, 2021); Data Science / IA / Machine Learning - Projet client 2019 (Tech Lead, 2019)",2025,6164,2
37,No,Travel_Rarely,1192,Data Science & IA,5,2,Genie Logiciel,460,4,Male,61,3,2,Data Scientist,4,Divorced,6347,23177,7,No,16,3,3,2,8,2,2,6,2,0,4,Data Science / IA / Machine Learning,"Pandas, Python, Machine Learning, Spark",CDI,Senior,"AWS ML Specialty, Google Professional ML Engineer",22,Maladie longue / Arret,Toujours en poste,"Data Science / IA / Machine Learning - Integration 2024 (Consultant Senior, 2024); Data Science / IA / Machine Learning - Integration 2023 (Lead Dev, 2023); Data Science / IA / Machine Learning - Optimisation 2022 (Consultant Senior, 2022); Data Science / IA / Machine Learning - Audit 2021 (Tech Lead, 2021); Data Science / IA / Machine Learning - Projet client 2019 (Tech Lead, 2019)",2024,6306,2
37,No,Travel_Rarely,1192,Data Science & IA,5,2,Genie Logiciel,460,4,Male,61,3,2,Data Scientist,4,Divorced,6347,23177,7,No,16,3,3,2,8,2,2,6,2,0,4,Data Science / IA / Machine Learning,"Pandas, Python, Machine Learning, Spark",CDI,Senior,"AWS ML Specialty, Google Professional ML Engineer",22,Maladie longue / Arret,Toujours en poste,"Data Science / IA / Machine Learning - Integration 2024 (Consultant Senior, 2024); Data Science / IA / Machine Learning - Integration 2023 (Lead Dev, 2023); Data Science / IA / Machine Learning - Optimisation 2022 (Consultant Senior, 2022); Data Science / IA / Machine Learning - Audit 2021 (Tech Lead, 2021); Data Science / IA / Machine Learning - Projet client 2019 (Tech Lead, 2019)",2023,6502,3
37,No,Travel_Rarely,1192,Data Science & IA,5,2,Genie Logiciel,460,4,Male,61,3,2,Data Scientist,4,Divorced,6347,23177,7,No,16,3,3,2,8,2,2,6,2,0,4,Data Science / IA / Machine Learning,"Pandas, Python, Machine Learning, Spark",CDI,Senior,"AWS ML Specialty, Google Professional ML Engineer",22,Maladie longue / Arret,Toujours en poste,"Data Science / IA / Machine Learning - Integration 2024 (Consultant Senior, 2024); Data Science / IA / Machine Learning - Integration 2023 (Lead Dev, 2023); Data Science / IA / Machine Learning - Optimisation 2022 (Consultant Senior, 2022); Data Science / IA / Machine Learning - Audit 2021 (Tech Lead, 2021); Data Science / IA / Machine Learning - Projet client 2019 (Tech Lead, 2019)",2022,6084,3
37,No,Travel_Rarely,1192,Data Science & IA,5,2,Genie Logiciel,460,4,Male,61,3,2,Data Scientist,4,Divorced,6347,23177,7,No,16,3,3,2,8,2,2,6,2,0,4,Data Science / IA / Machine Learning,"Pandas, Python, Machine Learning, Spark",CDI,Senior,"AWS ML Specialty, Google Professional ML Engineer",22,Maladie longue / Arret,Toujours en poste,"Data Science / IA / Machine Learning - Integration 2024 (Consultant Senior, 2024); Data Science / IA / Machine Learning - Integration 2023 (Lead Dev, 2023); Data Science / IA / Machine Learning - Optimisation 2022 (Consultant Senior, 2022); Data Science / IA / Machine Learning - Audit 2021 (Tech Lead, 2021); Data Science / IA / Machine Learning - Projet client 2019 (Tech Lead, 2019)",2021,6105,2
38,No,Travel_Rarely,343,Data Science & IA,15,2,Informatique,461,3,Male,92,2,3,Ingenieur Machine Learning,4,Divorced,11510,15682,0,Yes,14,3,2,1,12,3,3,11,10,2,9,Data Science / IA / Machine Learning,"NLP, PyTorch, Deep Learning",CDI,Senior,"AWS ML Specialty, IBM Data Science",40,Maladie longue / Arret,Toujours en poste,"Data Science / IA / Machine Learning - Refonte 2025 (Lead Dev, 2025); Data Science / IA / Machine Learning - Audit 2023 (Consultant Senior, 2023); Data Science / IA / Machine Learning - Optimisation 2021 (Lead Dev, 2021); Data Science / IA / Machine Learning - Audit 2020 (Consultant Senior, 2020)",2025,11722,3
38,No,Travel_Rarely,343,Data Science & IA,15,2,Informatique,461,3,Male,92,2,3,Ingenieur Machine Learning,4,Divorced,11510,15682,0,Yes,14,3,2,1,12,3,3,11,10,2,9,Data Science / IA / Machine Learning,"NLP, PyTorch, Deep Learning",CDI,Senior,"AWS ML Specialty, IBM Data Science",40,Maladie longue / Arret,Toujours en poste,"Data Science / IA / Machine Learning - Refonte 2025 (Lead Dev, 2025); Data Science / IA / Machine Learning - Audit 2023 (Consultant Senior, 2023); Data Science / IA / Machine Learning - Optimisation 2021 (Lead Dev, 2021); Data Science / IA / Machine Learning - Audit 2020 (Consultant Senior, 2020)",2024,11910,3
38,No,Travel_Rarely,343,Data Science & IA,15,2,Informatique,461,3,Male,92,2,3,Ingenieur Machine Learning,4,Divorced,11510,15682,0,Yes,14,3,2,1,12,3,3,11,10,2,9,Data Science / IA / Machine Learning,"NLP, PyTorch, Deep Learning",CDI,Senior,"AWS ML Specialty, IBM Data Science",40,Maladie longue / Arret,Toujours en poste,"Data Science / IA / Machine Learning - Refonte 2025 (Lead Dev, 2025); Data Science / IA / Machine Learning - Audit 2023 (Consultant Senior, 2023); Data Science / IA / Machine Learning - Optimisation 2021 (Lead Dev, 2021); Data Science / IA / Machine Learning - Audit 2020 (Consultant Senior, 2020)",2023,13079,3
31,No,Travel_Rarely,1232,Developpement Web & Mobile,7,4,Commerce / Management,462,3,Female,39,3,3,Lead Developpeur Web,4,Single,7143,25713,1,Yes,14,3,3,0,11,2,2,11,9,4,10,Developpement Fullstack JS / Web,"Python, Node.js, Swift, React",CDI,Senior,"Google Mobile Web Specialist, AWS Developer Associate",10,Conges / RTT / courts arrets,Toujours en poste,"Developpement Fullstack JS / Web - Projet client 2024 (Lead Dev, 2024); Developpement Fullstack JS / Web - Audit 2023 (Architecte, 2023); Developpement Fullstack JS / Web - Audit 2022 (Lead Dev, 2022); Developpement Fullstack JS / Web - POC 2021 (Lead Dev, 2021); Developpement Fullstack JS / Web - POC 2020 (Architecte, 2020)",2025,7360,3
31,No,Travel_Rarely,1232,Developpement Web & Mobile,7,4,Commerce / Management,462,3,Female,39,3,3,Lead Developpeur Web,4,Single,7143,25713,1,Yes,14,3,3,0,11,2,2,11,9,4,10,Developpement Fullstack JS / Web,"Python, Node.js, Swift, React",CDI,Senior,"Google Mobile Web Specialist, AWS Developer Associate",10,Conges / RTT / courts arrets,Toujours en poste,"Developpement Fullstack JS / Web - Projet client 2024 (Lead Dev, 2024); Developpement Fullstack JS / Web - Audit 2023 (Architecte, 2023); Developpement Fullstack JS / Web - Audit 2022 (Lead Dev, 2022); Developpement Fullstack JS / Web - POC 2021 (Lead Dev, 2021); Developpement Fullstack JS / Web - POC 2020 (Architecte, 2020)",2024,6958,3
31,No,Travel_Rarely,1232,Developpement Web & Mobile,7,4,Commerce / Management,462,3,Female,39,3,3,Lead Developpeur Web,4,Single,7143,25713,1,Yes,14,3,3,0,11,2,2,11,9,4,10,Developpement Fullstack JS / Web,"Python, Node.js, Swift, React",CDI,Senior,"Google Mobile Web Specialist, AWS Developer Associate",10,Conges / RTT / courts arrets,Toujours en poste,"Developpement Fullstack JS / Web - Projet client 2024 (Lead Dev, 2024); Developpement Fullstack JS / Web - Audit 2023 (Architecte, 2023); Developpement Fullstack JS / Web - Audit 2022 (Lead Dev, 2022); Developpement Fullstack JS / Web - POC 2021 (Lead Dev, 2021); Developpement Fullstack JS / Web - POC 2020 (Architecte, 2020)",2023,7725,3
31,No,Travel_Rarely,1232,Developpement Web & Mobile,7,4,Commerce / Management,462,3,Female,39,3,3,Lead Developpeur Web,4,Single,7143,25713,1,Yes,14,3,3,0,11,2,2,11,9,4,10,Developpement Fullstack JS / Web,"Python, Node.js, Swift, React",CDI,Senior,"Google Mobile Web Specialist, AWS Developer Associate",10,Conges / RTT / courts arrets,Toujours en poste,"Developpement Fullstack JS / Web - Projet client 2024 (Lead Dev, 2024); Developpement Fullstack JS / Web - Audit 2023 (Architecte, 2023); Developpement Fullstack JS / Web - Audit 2022 (Lead Dev, 2022); Developpement Fullstack JS / Web - POC 2021 (Lead Dev, 2021); Developpement Fullstack JS / Web - POC 2020 (Architecte, 2020)",2022,7720,3
29,No,Travel_Rarely,144,Business Intelligence & Data,10,1,Commerce / Management,463,4,Female,39,2,2,Developpeur ETL,2,Divorced,8268,11866,1,Yes,14,3,1,2,7,2,3,7,7,1,7,Business Intelligence / Data Viz,"Jira, Agile, ETL, Linux",CDD,Senior,"Tableau Desktop Specialist, Google Data Analytics",41,Maladie longue / Arret,Toujours en poste,"Business Intelligence / Data Viz - POC 2025 (Consultant Senior, 2025); Business Intelligence / Data Viz - Integration 2024 (Consultant Senior, 2024); Business Intelligence / Data Viz - Refonte 2022 (Consultant Senior, 2022); Business Intelligence / Data Viz - Nouvelle implementation 2021 (Tech Lead, 2021)",2025,9183,2
29,No,Travel_Rarely,144,Business Intelligence & Data,10,1,Commerce / Management,463,4,Female,39,2,2,Developpeur ETL,2,Divorced,8268,11866,1,Yes,14,3,1,2,7,2,3,7,7,1,7,Business Intelligence / Data Viz,"Jira, Agile, ETL, Linux",CDD,Senior,"Tableau Desktop Specialist, Google Data Analytics",41,Maladie longue / Arret,Toujours en poste,"Business Intelligence / Data Viz - POC 2025 (Consultant Senior, 2025); Business Intelligence / Data Viz - Integration 2024 (Consultant Senior, 2024); Business Intelligence / Data Viz - Refonte 2022 (Consultant Senior, 2022); Business Intelligence / Data Viz - Nouvelle implementation 2021 (Tech Lead, 2021)",2024,8218,2
29,No,Travel_Rarely,144,Business Intelligence & Data,10,1,Commerce / Management,463,4,Female,39,2,2,Developpeur ETL,2,Divorced,8268,11866,1,Yes,14,3,1,2,7,2,3,7,7,1,7,Business Intelligence / Data Viz,"Jira, Agile, ETL, Linux",CDD,Senior,"Tableau Desktop Specialist, Google Data Analytics",41,Maladie longue / Arret,Toujours en poste,"Business Intelligence / Data Viz - POC 2025 (Consultant Senior, 2025); Business Intelligence / Data Viz - Integration 2024 (Consultant Senior, 2024); Business Intelligence / Data Viz - Refonte 2022 (Consultant Senior, 2022); Business Intelligence / Data Viz - Nouvelle implementation 2021 (Tech Lead, 2021)",2023,9210,2
29,No,Travel_Rarely,144,Business Intelligence & Data,10,1,Commerce / Management,463,4,Female,39,2,2,Developpeur ETL,2,Divorced,8268,11866,1,Yes,14,3,1,2,7,2,3,7,7,1,7,Business Intelligence / Data Viz,"Jira, Agile, ETL, Linux",CDD,Senior,"Tableau Desktop Specialist, Google Data Analytics",41,Maladie longue / Arret,Toujours en poste,"Business Intelligence / Data Viz - POC 2025 (Consultant Senior, 2025); Business Intelligence / Data Viz - Integration 2024 (Consultant Senior, 2024); Business Intelligence / Data Viz - Refonte 2022 (Consultant Senior, 2022); Business Intelligence / Data Viz - Nouvelle implementation 2021 (Tech Lead, 2021)",2022,9159,2
35,No,Travel_Rarely,1296,Business Intelligence & Data,5,4,Genie Logiciel,464,3,Male,62,3,3,Developpeur ETL,2,Single,8095,18264,0,No,13,3,4,0,17,5,3,16,6,0,13,Business Intelligence / Data Viz,"DAX, Power BI, ETL, SSIS, Agile, Data Modeling, Jira",CDD,Expert,"Tableau Desktop Specialist, Google Data Analytics",32,Maladie longue / Arret,Toujours en poste,"Business Intelligence / Data Viz - Evolution 2025 (Directeur Technique, 2025); Business Intelligence / Data Viz - Audit 2024 (Directeur Technique, 2024); Business Intelligence / Data Viz - Evolution 2023 (Scrum Master, 2023); Business Intelligence / Data Viz - Integration 2021 (Tech Lead, 2021); Business Intelligence / Data Viz - Refonte 2020 (Directeur Technique, 2020); Business Intelligence / Data Viz - Integration 2019 (Tech Lead, 2019)",2025,9075,3
35,No,Travel_Rarely,1296,Business Intelligence & Data,5,4,Genie Logiciel,464,3,Male,62,3,3,Developpeur ETL,2,Single,8095,18264,0,No,13,3,4,0,17,5,3,16,6,0,13,Business Intelligence / Data Viz,"DAX, Power BI, ETL, SSIS, Agile, Data Modeling, Jira",CDD,Expert,"Tableau Desktop Specialist, Google Data Analytics",32,Maladie longue / Arret,Toujours en poste,"Business Intelligence / Data Viz - Evolution 2025 (Directeur Technique, 2025); Business Intelligence / Data Viz - Audit 2024 (Directeur Technique, 2024); Business Intelligence / Data Viz - Evolution 2023 (Scrum Master, 2023); Business Intelligence / Data Viz - Integration 2021 (Tech Lead, 2021); Business Intelligence / Data Viz - Refonte 2020 (Directeur Technique, 2020); Business Intelligence / Data Viz - Integration 2019 (Tech Lead, 2019)",2024,9209,3
35,No,Travel_Rarely,1296,Business Intelligence & Data,5,4,Genie Logiciel,464,3,Male,62,3,3,Developpeur ETL,2,Single,8095,18264,0,No,13,3,4,0,17,5,3,16,6,0,13,Business Intelligence / Data Viz,"DAX, Power BI, ETL, SSIS, Agile, Data Modeling, Jira",CDD,Expert,"Tableau Desktop Specialist, Google Data Analytics",32,Maladie longue / Arret,Toujours en poste,"Business Intelligence / Data Viz - Evolution 2025 (Directeur Technique, 2025); Business Intelligence / Data Viz - Audit 2024 (Directeur Technique, 2024); Business Intelligence / Data Viz - Evolution 2023 (Scrum Master, 2023); Business Intelligence / Data Viz - Integration 2021 (Tech Lead, 2021); Business Intelligence / Data Viz - Refonte 2020 (Directeur Technique, 2020); Business Intelligence / Data Viz - Integration 2019 (Tech Lead, 2019)",2023,8231,3
35,No,Travel_Rarely,1296,Business Intelligence & Data,5,4,Genie Logiciel,464,3,Male,62,3,3,Developpeur ETL,2,Single,8095,18264,0,No,13,3,4,0,17,5,3,16,6,0,13,Business Intelligence / Data Viz,"DAX, Power BI, ETL, SSIS, Agile, Data Modeling, Jira",CDD,Expert,"Tableau Desktop Specialist, Google Data Analytics",32,Maladie longue / Arret,Toujours en poste,"Business Intelligence / Data Viz - Evolution 2025 (Directeur Technique, 2025); Business Intelligence / Data Viz - Audit 2024 (Directeur Technique, 2024); Business Intelligence / Data Viz - Evolution 2023 (Scrum Master, 2023); Business Intelligence / Data Viz - Integration 2021 (Tech Lead, 2021); Business Intelligence / Data Viz - Refonte 2020 (Directeur Technique, 2020); Business Intelligence / Data Viz - Integration 2019 (Tech Lead, 2019)",2022,8879,3
